ACCIDENT_NO,SURFACE_COND,SURFACE_COND_DESC,SURFACE_COND_SEQ
T20150002839,1,Dry,1
T20150002851,1,Dry,1
T20150002864,1,Dry,0
T20150002885,1,Dry,1
T20150002907,1,Dry,0
T20150002915,1,Dry,0
T20150002920,1,Dry,1
T20150002930,1,Dry,1
T20150002939,1,Dry,0
T20150002943,1,Dry,1
T20150002953,1,Dry,1
T20150002970,1,Dry,1
T20150002980,9,Unk.,0
T20150002998,1,Dry,1
T20150003019,1,Dry,1
T20150003028,1,Dry,1
T20150003048,9,Unk.,1
T20150003073,1,Dry,1
T20150003081,1,Dry,1
T20150003098,1,Dry,1
T20150003105,1,Dry,1
T20150003112,1,Dry,0
T20150003127,1,Dry,0
T20150003140,1,Dry,0
T20150003142,1,Dry,1
T20150003150,1,Dry,1
T20150003157,1,Dry,1
T20150003176,1,Dry,1
T20150003177,1,Dry,1
T20150003187,2,Wet,1
T20150003194,1,Dry,1
T20150003206,2,Wet,1
T20150003211,1,Dry,0
T20150003231,1,Dry,1
T20150003238,1,Dry,1
T20150003264,2,Wet,1
T20150003270,1,Dry,0
T20150003286,1,Dry,0
T20150003287,1,Dry,0
T20150003303,1,Dry,0
T20150003307,1,Dry,1
T20150003310,9,Unk.,1
T20150003321,1,Dry,1
T20150003348,1,Dry,1
T20150003351,1,Dry,0
T20150003372,1,Dry,1
T20150003380,1,Dry,1
T20150003392,1,Dry,1
T20150003399,1,Dry,1
T20150003403,1,Dry,1
T20150003420,1,Dry,1
T20150003470,1,Dry,1
T20150003507,1,Dry,1
T20150003516,1,Dry,1
T20150003546,1,Dry,1
T20150003563,1,Dry,1
T20150003589,1,Dry,1
T20150003592,1,Dry,1
T20150003616,1,Dry,1
T20150003683,1,Dry,1
T20150003688,1,Dry,1
T20150003702,1,Dry,1
T20150003720,1,Dry,1
T20150003721,1,Dry,0
T20150003731,1,Dry,1
T20150003751,1,Dry,1
T20150003817,1,Dry,1
T20150003833,1,Dry,0
T20150003857,1,Dry,1
T20150003872,2,Wet,1
T20150003896,9,Unk.,1
T20150003900,1,Dry,0
T20150003910,1,Dry,1
T20150003916,1,Dry,0
T20120008912,9,Unk.,1
T20120008936,1,Dry,1
T20120008957,1,Dry,1
T20120008965,1,Dry,1
T20120008973,1,Dry,1
T20120008980,1,Dry,1
T20120009001,1,Dry,1
T20120009003,1,Dry,1
T20120009004,1,Dry,1
T20120009026,1,Dry,1
T20120009032,1,Dry,1
T20120009053,1,Dry,1
T20120009103,1,Dry,1
T20120009115,1,Dry,1
T20120009118,1,Dry,1
T20120009132,1,Dry,1
T20120009150,1,Dry,1
T20120009178,1,Dry,1
T20120009181,1,Dry,1
T20120009212,1,Dry,1
T20120009253,1,Dry,1
T20120009262,1,Dry,1
T20120009269,1,Dry,1
T20120009297,9,Unk.,1
T20120009309,2,Wet,1
T20120009315,1,Dry,1
T20120009337,1,Dry,1
T20120009415,1,Dry,1
T20120009418,1,Dry,1
T20120009439,1,Dry,1
T20120009443,1,Dry,1
T20120009448,1,Dry,0
T20120009472,1,Dry,1
T20120009492,1,Dry,1
T20120009512,1,Dry,1
T20120009516,2,Wet,1
T20120009517,2,Wet,1
T20120009535,1,Dry,1
T20120009585,1,Dry,1
T20120009592,1,Dry,1
T20120009593,2,Wet,1
T20120009600,1,Dry,1
T20120009603,1,Dry,1
T20120009604,2,Wet,1
T20120009618,1,Dry,1
T20120009636,2,Wet,1
T20120009674,2,Wet,1
T20120009682,2,Wet,1
T20120009698,2,Wet,1
T20120009703,2,Wet,1
T20120009724,2,Wet,1
T20120009768,1,Dry,1
T20120009769,1,Dry,1
T20120009794,1,Dry,1
T20120009806,2,Wet,1
T20120009821,1,Dry,1
T20120009849,2,Wet,1
T20120009857,1,Dry,1
T20120009880,2,Wet,1
T20120009907,1,Dry,1
T20120009937,1,Dry,1
T20120009943,2,Wet,1
T20120009956,1,Dry,1
T20120009957,2,Wet,1
T20120009980,1,Dry,1
T20120010012,1,Dry,1
T20120010028,1,Dry,1
T20120010043,1,Dry,1
T20120010080,1,Dry,1
T20160010312,1,Dry,0
T20160010315,2,Wet,1
T20160010329,1,Dry,0
T20160010330,1,Dry,1
T20160010366,1,Dry,1
T20160010390,1,Dry,0
T20160010405,2,Wet,1
T20160010405,3,Muddy,2
T20160010410,2,Wet,1
T20160010482,1,Dry,1
T20160010497,1,Dry,0
T20160010516,1,Dry,0
T20160010535,1,Dry,1
T20160010542,1,Dry,1
T20160010572,1,Dry,1
T20160010585,1,Dry,0
T20160010609,1,Dry,1
T20160010611,1,Dry,1
T20160010614,1,Dry,0
T20160010621,1,Dry,1
T20160010627,1,Dry,0
T20160010667,1,Dry,1
T20160010690,1,Dry,1
T20160010691,1,Dry,1
T20160010706,1,Dry,1
T20160010707,1,Dry,1
T20160010738,2,Wet,1
T20160010767,1,Dry,1
T20160010773,1,Dry,1
T20160010803,1,Dry,0
T20160010812,1,Dry,0
T20160010838,1,Dry,1
T20160010839,1,Dry,1
T20160010855,1,Dry,1
T20160010869,1,Dry,1
T20160010882,1,Dry,1
T20160010903,1,Dry,1
T20150003931,1,Dry,1
T20150003949,1,Dry,0
T20150003955,2,Wet,1
T20150003955,3,Muddy,2
T20150003972,1,Dry,1
T20150003993,1,Dry,1
T20150004003,1,Dry,1
T20150004012,1,Dry,1
T20150004013,1,Dry,1
T20150004042,1,Dry,1
T20150004050,1,Dry,1
T20150004052,1,Dry,1
T20150004065,1,Dry,0
T20150004071,1,Dry,1
T20150004093,1,Dry,1
T20150004113,1,Dry,1
T20150004114,1,Dry,1
T20150004121,9,Unk.,1
T20150004132,1,Dry,1
T20150004142,1,Dry,1
T20150004151,1,Dry,1
T20150004178,1,Dry,1
T20150004192,1,Dry,1
T20150004205,1,Dry,1
T20150004254,1,Dry,0
T20150004274,9,Unk.,1
T20150004279,1,Dry,1
T20150004335,1,Dry,1
T20150004340,1,Dry,1
T20150004363,1,Dry,1
T20150004382,1,Dry,1
T20150004390,2,Wet,1
T20150004407,1,Dry,1
T20150004410,1,Dry,1
T20150004417,1,Dry,1
T20150004437,1,Dry,1
T20150004442,1,Dry,1
T20150004466,1,Dry,1
T20150004471,1,Dry,0
T20150004486,1,Dry,0
T20150004505,1,Dry,1
T20150004513,1,Dry,1
T20150004520,1,Dry,1
T20150004529,1,Dry,1
T20150004541,1,Dry,1
T20150004544,1,Dry,1
T20150004553,1,Dry,1
T20150004560,1,Dry,1
T20150004563,1,Dry,0
T20150004570,1,Dry,1
T20150004575,1,Dry,1
T20150004583,1,Dry,1
T20150004588,1,Dry,1
T20150004592,1,Dry,1
T20150004599,1,Dry,1
T20150004601,1,Dry,0
T20150004608,1,Dry,1
T20150004620,1,Dry,1
T20150004627,1,Dry,1
T20150004653,1,Dry,1
T20150004659,1,Dry,1
T20150004673,1,Dry,1
T20150004694,1,Dry,1
T20150004701,1,Dry,1
T20150004709,1,Dry,1
T20150004723,1,Dry,1
T20150004729,2,Wet,1
T20150004748,1,Dry,1
T20150004779,1,Dry,0
T20150004782,1,Dry,1
T20150004791,1,Dry,1
T20150004814,1,Dry,1
T20150004825,1,Dry,1
T20150004833,1,Dry,1
T20150004841,1,Dry,1
T20150004853,1,Dry,1
T20150004884,1,Dry,0
T20150004888,1,Dry,1
T20150004907,1,Dry,1
T20150004914,1,Dry,0
T20150004948,1,Dry,1
T20150004979,1,Dry,1
T20150005030,1,Dry,1
T20150005119,1,Dry,1
T20150005145,9,Unk.,0
T20150005148,1,Dry,1
T20150005165,1,Dry,1
T20150005168,1,Dry,1
T20150005174,1,Dry,1
T20150005177,1,Dry,1
T20150005180,1,Dry,0
T20150005193,1,Dry,0
T20150005214,1,Dry,1
T20150005224,1,Dry,0
T20150005226,1,Dry,1
T20150005236,9,Unk.,1
T20150005245,1,Dry,0
T20150005251,1,Dry,1
T20150005274,1,Dry,1
T20150005279,1,Dry,1
T20150005297,1,Dry,1
T20150005314,1,Dry,0
T20150005353,1,Dry,1
T20150005373,1,Dry,1
T20150005379,1,Dry,1
T20150005412,1,Dry,1
T20160010904,1,Dry,1
T20160010923,1,Dry,1
T20160010926,1,Dry,0
T20160010988,1,Dry,0
T20160011005,1,Dry,1
T20160011034,2,Wet,0
T20160011037,1,Dry,0
T20160011040,2,Wet,1
T20160011043,2,Wet,0
T20160011069,1,Dry,1
T20160011102,1,Dry,1
T20160011137,1,Dry,1
T20160011142,1,Dry,1
T20160011197,1,Dry,1
T20160011198,1,Dry,1
T20160011200,1,Dry,0
T20160011218,1,Dry,0
T20160011233,1,Dry,1
T20160011234,1,Dry,1
T20160011297,1,Dry,1
T20160011304,1,Dry,1
T20160011307,1,Dry,0
T20160011361,1,Dry,0
T20160011363,2,Wet,1
T20160011378,9,Unk.,1
T20160011385,9,Unk.,1
T20160011386,9,Unk.,0
T20160011417,1,Dry,1
T20160011430,1,Dry,1
T20160011455,1,Dry,1
T20160011462,1,Dry,0
T20160011464,1,Dry,1
T20160011465,1,Dry,1
T20160011479,9,Unk.,0
T20160011486,1,Dry,1
T20160011489,2,Wet,1
T20160011492,2,Wet,1
T20160011502,2,Wet,1
T20160011549,2,Wet,0
T20160011563,2,Wet,0
T20160011564,9,Unk.,1
T20160011633,1,Dry,0
T20160011640,1,Dry,0
T20160011669,1,Dry,1
T20160011684,2,Wet,1
T20160011700,2,Wet,0
T20160011704,2,Wet,1
T20160011707,2,Wet,1
T20160011710,1,Dry,1
T20160011724,4,Snowy,1
T20160011724,5,Icy,2
T20160011738,1,Dry,1
T20160011752,1,Dry,1
T20160011775,1,Dry,1
T20160011781,1,Dry,0
T20160011826,1,Dry,1
T20160011830,1,Dry,1
T20160011831,1,Dry,1
T20160011848,2,Wet,1
T20160011877,1,Dry,0
T20160011882,2,Wet,1
T20160011890,1,Dry,1
T20160011891,1,Dry,1
T20160011921,1,Dry,1
T20160011939,1,Dry,1
T20160011946,1,Dry,1
T20160011976,1,Dry,1
T20160011981,9,Unk.,1
T20160012019,1,Dry,0
T20160012028,1,Dry,1
T20160012029,1,Dry,0
T20160012033,1,Dry,1
T20160012043,1,Dry,0
T20160012067,2,Wet,0
T20160012068,1,Dry,1
T20160012106,1,Dry,1
T20160012110,1,Dry,1
T20160012127,1,Dry,1
T20160012151,1,Dry,1
T20160012154,1,Dry,0
T20160012185,9,Unk.,1
T20160012186,1,Dry,0
T20160012197,2,Wet,1
T20160012213,1,Dry,0
T20160012214,9,Unk.,0
T20160012223,1,Dry,1
T20160012242,1,Dry,1
T20160012259,2,Wet,0
T20160012276,2,Wet,1
T20160012281,9,Unk.,1
T20160012286,9,Unk.,1
T20160012322,2,Wet,1
T20160012329,2,Wet,0
T20160012367,2,Wet,1
T20160012379,2,Wet,0
T20160012385,2,Wet,1
T20160012405,2,Wet,0
T20160012406,2,Wet,0
T20160012437,2,Wet,1
T20160012438,2,Wet,1
T20160012449,1,Dry,1
T20160012456,9,Unk.,1
T20160012474,1,Dry,1
T20160012475,1,Dry,0
T20160012485,2,Wet,1
T20160012501,1,Dry,1
T20150005422,1,Dry,1
T20150005428,1,Dry,1
T20150005431,1,Dry,1
T20150005443,1,Dry,1
T20150005448,1,Dry,1
T20150005468,2,Wet,1
T20150005486,1,Dry,1
T20160009999,1,Dry,1
T20160010000,1,Dry,1
T20160010007,1,Dry,0
T20160010038,1,Dry,1
T20160010047,1,Dry,1
T20160010098,2,Wet,1
T20160010102,2,Wet,0
T20160010110,2,Wet,1
T20160010141,1,Dry,0
T20160010153,9,Unk.,1
T20160010161,2,Wet,1
T20160010175,2,Wet,1
T20160010182,9,Unk.,0
T20160010201,1,Dry,0
T20160010208,1,Dry,1
T20160010218,1,Dry,0
T20160010225,2,Wet,1
T20160010263,2,Wet,1
T20160010273,2,Wet,0
T20160010285,1,Dry,0
T20160010306,2,Wet,1
T20160010317,9,Unk.,1
T20160010333,1,Dry,1
T20160010361,1,Dry,1
T20160010381,1,Dry,0
T20160010388,2,Wet,1
T20160010393,1,Dry,1
T20160010403,2,Wet,1
T20160010418,9,Unk.,1
T20160010437,1,Dry,1
T20160010449,1,Dry,0
T20160010454,1,Dry,1
T20160010474,1,Dry,1
T20160010494,1,Dry,1
T20160010511,1,Dry,1
T20160010518,2,Wet,1
T20160010522,1,Dry,1
T20160010533,1,Dry,1
T20160010558,1,Dry,0
T20160010586,1,Dry,1
T20160010607,1,Dry,1
T20160010641,1,Dry,0
T20160010646,1,Dry,1
T20160010656,1,Dry,1
T20160010672,1,Dry,0
T20160010674,3,Muddy,1
T20160010689,1,Dry,1
T20160010709,1,Dry,1
T20160010710,1,Dry,1
T20160010723,1,Dry,1
T20160010735,1,Dry,1
T20160010743,1,Dry,1
T20160010764,1,Dry,1
T20160010769,9,Unk.,1
T20160010792,9,Unk.,1
T20160010793,1,Dry,0
T20160010810,2,Wet,1
T20160010816,1,Dry,1
T20160010824,1,Dry,1
T20160010833,1,Dry,1
T20160010844,1,Dry,1
T20160010849,1,Dry,1
T20160010853,1,Dry,0
T20160010872,1,Dry,1
T20160010895,1,Dry,1
T20160010906,1,Dry,1
T20160010918,1,Dry,1
T20160010938,1,Dry,1
T20160010940,1,Dry,1
T20160010949,1,Dry,0
T20160010965,9,Unk.,1
T20160010970,1,Dry,1
T20160010985,1,Dry,1
T20160011000,1,Dry,0
T20160011007,2,Wet,1
T20160011015,2,Wet,1
T20160011056,1,Dry,0
T20160011061,2,Wet,0
T20160011084,1,Dry,1
T20160011107,1,Dry,1
T20160011125,1,Dry,1
T20160011135,1,Dry,1
T20160011157,1,Dry,0
T20160011164,1,Dry,1
T20160011173,1,Dry,1
T20160011216,1,Dry,0
T20160011219,1,Dry,1
T20160011265,1,Dry,1
T20160011273,2,Wet,1
T20160011309,1,Dry,1
T20160011310,2,Wet,0
T20160011319,1,Dry,0
T20160011320,9,Unk.,1
T20160011341,1,Dry,1
T20160011344,1,Dry,1
T20160011362,9,Unk.,1
T20160011365,1,Dry,1
T20160011373,2,Wet,1
T20160011395,1,Dry,1
T20130013836,1,Dry,1
T20130013848,1,Dry,1
T20130013904,1,Dry,1
T20130013947,1,Dry,1
T20130013971,1,Dry,1
T20130013973,1,Dry,0
T20130013978,1,Dry,1
T20130013983,1,Dry,1
T20130014044,2,Wet,1
T20130014047,2,Wet,1
T20130014064,1,Dry,1
T20130014071,1,Dry,1
T20130014083,1,Dry,1
T20130014085,2,Wet,1
T20130014118,2,Wet,1
T20130014147,1,Dry,1
T20130014192,1,Dry,1
T20130014212,1,Dry,1
T20130014218,1,Dry,1
T20130014221,9,Unk.,1
T20130014231,1,Dry,1
T20130014236,1,Dry,1
T20130014246,9,Unk.,1
T20130014272,1,Dry,1
T20130014274,1,Dry,1
T20130014318,1,Dry,1
T20130014321,1,Dry,1
T20130014323,1,Dry,1
T20130014338,1,Dry,1
T20130014347,1,Dry,1
T20130014349,1,Dry,1
T20130014351,1,Dry,1
T20130014352,5,Icy,1
T20130014368,1,Dry,1
T20130014371,1,Dry,1
T20130014373,9,Unk.,1
T20130014376,1,Dry,1
T20130014404,2,Wet,1
T20130014417,5,Icy,1
T20130014422,1,Dry,1
T20130014427,1,Dry,1
T20130014430,1,Dry,1
T20130014481,1,Dry,1
T20130014496,1,Dry,1
T20130014498,1,Dry,1
T20130014504,2,Wet,1
T20130014534,9,Unk.,1
T20130014537,2,Wet,1
T20130014583,2,Wet,1
T20130014608,2,Wet,1
T20130014645,1,Dry,1
T20130014665,1,Dry,1
T20130014673,2,Wet,1
T20130014701,1,Dry,1
T20130014707,9,Unk.,1
T20130014714,1,Dry,1
T20130014765,1,Dry,1
T20130014779,9,Unk.,1
T20130014795,9,Unk.,1
T20130014809,1,Dry,1
T20130014818,2,Wet,1
T20130014823,1,Dry,1
T20130014838,2,Wet,1
T20130014885,2,Wet,1
T20130014906,2,Wet,1
T20130014913,1,Dry,1
T20130014917,1,Dry,1
T20130014920,2,Wet,1
T20130014937,1,Dry,1
T20130014966,2,Wet,1
T20130014971,2,Wet,1
T20130014976,2,Wet,1
T20130015004,2,Wet,1
T20130015006,2,Wet,1
T20130015011,2,Wet,1
T20130015014,2,Wet,1
T20130015016,2,Wet,1
T20130015042,2,Wet,1
T20130015065,1,Dry,1
T20130015067,2,Wet,1
T20130015070,1,Dry,1
T20130015072,2,Wet,1
T20130015077,1,Dry,1
T20130015144,1,Dry,1
T20130015215,9,Unk.,1
T20130015241,1,Dry,1
T20130015278,1,Dry,1
T20130015281,1,Dry,1
T20130015287,1,Dry,1
T20130015289,1,Dry,1
T20130015324,2,Wet,1
T20130015326,1,Dry,1
T20130015354,1,Dry,1
T20130015368,1,Dry,1
T20130015371,1,Dry,1
T20130015378,1,Dry,1
T20130015389,1,Dry,1
T20130015392,9,Unk.,1
T20130015432,2,Wet,1
T20130015455,9,Unk.,1
T20130015489,1,Dry,1
T20130015497,1,Dry,1
T20130015504,1,Dry,1
T20130015535,9,Unk.,1
T20130015537,1,Dry,1
T20130015542,1,Dry,1
T20160011613,2,Wet,1
T20160011626,9,Unk.,1
T20160011632,1,Dry,1
T20160011650,1,Dry,0
T20160011664,1,Dry,0
T20160011695,1,Dry,0
T20160011708,2,Wet,1
T20160011716,2,Wet,1
T20160011728,1,Dry,1
T20160011734,1,Dry,1
T20160011749,1,Dry,1
T20160011762,9,Unk.,1
T20160011769,2,Wet,0
T20160011793,9,Unk.,0
T20160011803,1,Dry,1
T20160011806,1,Dry,1
T20160011810,1,Dry,1
T20160011834,1,Dry,1
T20160011844,2,Wet,1
T20160011850,1,Dry,1
T20160011861,1,Dry,0
T20160011870,1,Dry,1
T20160011887,1,Dry,1
T20160011894,2,Wet,1
T20160011901,1,Dry,0
T20160011904,1,Dry,1
T20160011925,9,Unk.,1
T20160011926,9,Unk.,1
T20160011956,1,Dry,1
T20160011988,1,Dry,1
T20160011999,2,Wet,1
T20160012002,1,Dry,1
T20160012009,1,Dry,1
T20160012037,1,Dry,0
T20160012041,1,Dry,1
T20160012058,2,Wet,1
T20160012063,1,Dry,1
T20160012074,2,Wet,0
T20160012088,1,Dry,1
T20160012109,9,Unk.,0
T20160012128,1,Dry,1
T20160012147,1,Dry,1
T20160012150,1,Dry,1
T20160012155,1,Dry,1
T20160012174,1,Dry,0
T20160012175,1,Dry,0
T20160012181,2,Wet,1
T20160012190,1,Dry,1
T20160012205,1,Dry,0
T20160012227,1,Dry,0
T20160012243,2,Wet,1
T20160012255,2,Wet,1
T20160012263,1,Dry,1
T20160012270,2,Wet,1
T20160012277,2,Wet,0
T20160012282,1,Dry,1
T20160012285,1,Dry,1
T20160012289,1,Dry,1
T20160012292,2,Wet,1
T20160012308,2,Wet,1
T20160012316,2,Wet,1
T20160012325,2,Wet,1
T20160012326,2,Wet,1
T20160012332,1,Dry,1
T20160012348,2,Wet,1
T20160012358,1,Dry,0
T20160012359,1,Dry,1
T20160012363,2,Wet,1
T20160012402,2,Wet,1
T20160012420,2,Wet,0
T20160012443,1,Dry,1
T20160012471,1,Dry,0
T20160012478,1,Dry,1
T20160012492,2,Wet,1
T20160012526,1,Dry,0
T20160012528,2,Wet,1
T20160012536,2,Wet,1
T20160012537,1,Dry,1
T20160012543,2,Wet,0
T20160012543,3,Muddy,1
T20160012557,1,Dry,1
T20160012572,1,Dry,1
T20160012614,1,Dry,0
T20160012622,2,Wet,1
T20160012660,2,Wet,0
T20160012669,1,Dry,0
T20160012671,2,Wet,1
T20160012688,2,Wet,1
T20160012700,1,Dry,1
T20160012703,2,Wet,0
T20160012725,1,Dry,0
T20160012738,1,Dry,1
T20160012781,1,Dry,1
T20160012785,1,Dry,1
T20160012788,1,Dry,1
T20160012792,1,Dry,1
T20160012799,9,Unk.,0
T20160012813,2,Wet,1
T20160012860,1,Dry,1
T20160012869,2,Wet,1
T20160012870,2,Wet,1
T20160012880,2,Wet,1
T20140008936,2,Wet,1
T20140008950,1,Dry,1
T20140008971,1,Dry,1
T20140008986,2,Wet,1
T20130015544,1,Dry,1
T20130015566,1,Dry,1
T20130015568,1,Dry,1
T20130015609,2,Wet,1
T20130015631,1,Dry,1
T20130015681,1,Dry,1
T20130015688,1,Dry,1
T20130015696,1,Dry,1
T20130015704,1,Dry,1
T20130015707,1,Dry,1
T20130015767,1,Dry,1
T20130015772,1,Dry,1
T20130015788,1,Dry,0
T20130015803,1,Dry,1
T20130015821,1,Dry,1
T20130015833,1,Dry,1
T20130015835,1,Dry,1
T20160007965,1,Dry,0
T20160007970,2,Wet,1
T20160007979,1,Dry,0
T20160007985,1,Dry,1
T20160007987,1,Dry,1
T20160007991,1,Dry,1
T20160008006,1,Dry,1
T20160008010,2,Wet,1
T20160008012,1,Dry,1
T20160008014,1,Dry,1
T20160008020,1,Dry,0
T20160008030,1,Dry,1
T20160008032,9,Unk.,1
T20160008046,1,Dry,1
T20160008109,1,Dry,1
T20160008140,1,Dry,1
T20160008151,1,Dry,1
T20160008160,1,Dry,1
T20160008169,1,Dry,1
T20160008171,1,Dry,1
T20160008173,1,Dry,1
T20160008178,1,Dry,1
T20160008189,1,Dry,1
T20160008224,1,Dry,1
T20160008244,1,Dry,1
T20160008257,1,Dry,1
T20160008262,1,Dry,1
T20160008287,1,Dry,1
T20160008295,1,Dry,1
T20160008300,1,Dry,1
T20160008355,1,Dry,1
T20160008358,1,Dry,1
T20160008361,1,Dry,1
T20160008403,1,Dry,0
T20160008418,1,Dry,1
T20160008428,1,Dry,1
T20160008433,9,Unk.,0
T20160008435,1,Dry,1
T20160008443,1,Dry,1
T20160008445,1,Dry,1
T20160008474,1,Dry,1
T20160008476,1,Dry,1
T20160008484,1,Dry,0
T20160008515,1,Dry,1
T20160008518,1,Dry,1
T20160008532,1,Dry,0
T20160008543,1,Dry,0
T20160008545,9,Unk.,1
T20160008558,1,Dry,1
T20160008563,1,Dry,0
T20160008565,2,Wet,0
T20160008613,1,Dry,1
T20160008640,1,Dry,1
T20160008642,1,Dry,1
T20160008647,1,Dry,1
T20160008657,1,Dry,1
T20160008659,1,Dry,1
T20160008660,1,Dry,0
T20160008707,1,Dry,1
T20160008709,1,Dry,1
T20160008737,2,Wet,0
T20160008768,1,Dry,0
T20160008772,1,Dry,0
T20160008774,2,Wet,0
T20160008787,1,Dry,1
T20160008789,1,Dry,1
T20160008793,1,Dry,1
T20160008795,1,Dry,0
T20160008823,1,Dry,0
T20160008835,1,Dry,1
T20160008841,1,Dry,0
T20160008843,9,Unk.,1
T20160008862,1,Dry,1
T20160008878,9,Unk.,0
T20160008904,1,Dry,0
T20160008913,1,Dry,1
T20160008918,1,Dry,0
T20160008946,1,Dry,0
T20160008963,1,Dry,0
T20160008965,1,Dry,1
T20160009020,1,Dry,1
T20160009038,1,Dry,1
T20160009072,1,Dry,1
T20160009079,1,Dry,1
T20160009105,1,Dry,0
T20160009136,1,Dry,0
T20160009192,1,Dry,1
T20160009207,1,Dry,1
T20160009215,1,Dry,0
T20160012502,2,Wet,1
T20160012546,1,Dry,1
T20160012548,1,Dry,1
T20160012558,1,Dry,1
T20160012588,2,Wet,1
T20160012601,1,Dry,1
T20160012617,1,Dry,0
T20160012637,2,Wet,1
T20160012643,1,Dry,1
T20160012657,1,Dry,1
T20160012718,2,Wet,0
T20160012720,1,Dry,1
T20160012733,1,Dry,1
T20160012736,2,Wet,1
T20160012758,1,Dry,0
T20160012800,1,Dry,1
T20160012857,2,Wet,1
T20160012896,2,Wet,1
T20160012913,1,Dry,1
T20160012925,1,Dry,1
T20160012932,1,Dry,0
T20160012941,2,Wet,1
T20160012966,1,Dry,1
T20160012968,2,Wet,1
T20160012969,1,Dry,1
T20160012995,1,Dry,1
T20160013006,1,Dry,1
T20160013010,1,Dry,1
T20160013015,1,Dry,1
T20160013028,1,Dry,1
T20160013029,1,Dry,0
T20160013051,1,Dry,1
T20160013095,1,Dry,1
T20160013136,1,Dry,1
T20160013151,9,Unk.,0
T20160013165,1,Dry,1
T20160013167,1,Dry,0
T20160013186,1,Dry,1
T20160013202,1,Dry,1
T20160013221,9,Unk.,1
T20160013222,1,Dry,1
T20160013239,2,Wet,1
T20160013274,2,Wet,1
T20160013275,2,Wet,1
T20160013291,2,Wet,1
T20160013303,9,Unk.,0
T20160013309,2,Wet,0
T20160013310,1,Dry,1
T20160013317,2,Wet,1
T20160013333,1,Dry,1
T20160013334,2,Wet,1
T20160013378,1,Dry,1
T20160013383,2,Wet,1
T20160013401,1,Dry,1
T20160013411,1,Dry,1
T20160013447,9,Unk.,1
T20160013462,1,Dry,1
T20160013471,2,Wet,1
T20160013492,2,Wet,1
T20160013495,1,Dry,1
T20160013500,2,Wet,1
T20130018166,1,Dry,1
T20130018185,1,Dry,1
T20130018197,2,Wet,1
T20130018204,1,Dry,1
T20130018207,1,Dry,1
T20130018219,1,Dry,1
T20130018232,1,Dry,1
T20130018233,1,Dry,1
T20130018243,1,Dry,1
T20130018246,1,Dry,1
T20130018255,1,Dry,1
T20130018271,1,Dry,1
T20130018284,1,Dry,1
T20130018292,1,Dry,1
T20130018346,1,Dry,0
T20130018359,9,Unk.,1
T20130018360,1,Dry,1
T20130018391,1,Dry,1
T20130018394,1,Dry,1
T20130018408,2,Wet,1
T20130018417,2,Wet,1
T20130018437,1,Dry,1
T20130018440,1,Dry,1
T20130018474,1,Dry,0
T20130018503,1,Dry,1
T20130018517,1,Dry,1
T20130018527,9,Unk.,1
T20130018532,1,Dry,0
T20130018535,1,Dry,1
T20130018547,1,Dry,1
T20130018555,1,Dry,1
T20130018566,1,Dry,1
T20130018567,1,Dry,1
T20130018598,1,Dry,1
T20130018647,1,Dry,1
T20130018676,1,Dry,1
T20130018681,9,Unk.,1
T20130018695,2,Wet,1
T20130018707,9,Unk.,1
T20130018726,1,Dry,1
T20130018734,1,Dry,1
T20130018769,1,Dry,1
T20130018772,1,Dry,1
T20130018776,1,Dry,1
T20130018785,1,Dry,1
T20160009238,1,Dry,1
T20160009244,2,Wet,1
T20160009276,1,Dry,0
T20160009284,1,Dry,1
T20160009304,1,Dry,1
T20160009311,1,Dry,1
T20160009328,1,Dry,1
T20160009340,2,Wet,1
T20160009342,2,Wet,0
T20160009345,2,Wet,1
T20160009351,2,Wet,0
T20160009355,1,Dry,1
T20160009366,2,Wet,0
T20160009404,1,Dry,0
T20160009407,9,Unk.,1
T20160009409,2,Wet,1
T20160009434,1,Dry,1
T20160009447,1,Dry,1
T20160009453,1,Dry,1
T20160009470,2,Wet,1
T20160009475,1,Dry,0
T20160009477,1,Dry,1
T20160009482,2,Wet,1
T20160009498,1,Dry,1
T20160009528,9,Unk.,1
T20160009532,9,Unk.,0
T20160009554,1,Dry,1
T20160009573,1,Dry,1
T20160009575,1,Dry,1
T20160009603,1,Dry,1
T20160009605,1,Dry,1
T20160009634,1,Dry,1
T20160009643,2,Wet,1
T20160009651,1,Dry,0
T20160009657,1,Dry,0
T20160009665,2,Wet,1
T20160009706,1,Dry,1
T20160009709,1,Dry,1
T20160009710,1,Dry,1
T20160009712,1,Dry,0
T20160009716,1,Dry,1
T20160009720,1,Dry,1
T20160009722,2,Wet,1
T20160009734,1,Dry,0
T20160009736,1,Dry,1
T20160009744,1,Dry,1
T20160009748,1,Dry,1
T20160009760,1,Dry,1
T20160009776,1,Dry,1
T20160009790,1,Dry,1
T20160009819,1,Dry,1
T20160009820,1,Dry,0
T20160009860,1,Dry,0
T20160009867,1,Dry,1
T20160009877,9,Unk.,1
T20160009897,1,Dry,1
T20160009923,1,Dry,0
T20160009930,1,Dry,1
T20160009932,1,Dry,1
T20160009942,1,Dry,1
T20160009952,1,Dry,1
T20160009954,1,Dry,1
T20160009982,1,Dry,1
T20160009984,1,Dry,1
T20160010001,1,Dry,1
T20160010008,1,Dry,1
T20160010017,1,Dry,1
T20160010025,1,Dry,0
T20160010055,2,Wet,0
